#################################################
##               rldock score v2               ##
#################################################
in_rec_path:      2CKY-A-1084-TPP/rec.mol2
in_ref_lig_path:  2CKY-A-1084-TPP/cpd_charge.mol2
in_poses_path:    2CKY-A-1084-TPP/pose/pose.mol2
in_info_path:     2CKY-A-1084-TPP/info.txt
in_score_mode:    binding_mode
debye length:     11
rec_file_name:      rec.mol2
ref_lig_file_name:  cpd_charge.mol2
poses_file_name:    pose.mol2
info_file_name:     info.txt
verbose:  0
#################################################
Load receptor: 2CKY_nuc from 2CKY-A-1084-TPP/rec.mol2
--> heavy atom num: 1652
Load reference ligand: TPP from 2CKY-A-1084-TPP/cpd_charge.mol2
--> heavy atom num: 26
#Scoring -----------------------------------------
#pose total dU(lj) dU(ele) dU(mutual_pol) dU(lig_self_pol) dU(sasa) dU(hbond) dU(rec_self_pol) dU(lig_lj) dU(lig_ele) rot_dof dU(stack)
rdock_08_53 -10.680 -3.026 140.013 -139.319 6.506 -4.070 -6.716 3.926 0.072 0.503 8.000 -1.947
rdock_08_54 -8.736 -3.021 150.109 -148.909 6.434 -3.877 -5.080 4.511 0.158 1.539 8.000 -1.409
rdock_08_55 -8.916 -2.421 139.714 -136.609 5.062 -3.772 -2.883 3.504 0.103 0.376 8.000 -1.221
rdock_08_56 -9.539 -2.584 142.988 -140.117 5.095 -3.737 -7.961 3.815 -0.028 -0.856 8.000 -1.327
rdock_08_57 -8.899 -2.126 141.611 -137.337 6.064 -3.792 -4.979 3.568 -0.280 -3.457 8.000 -0.997
rdock_08_58 -6.209 -2.765 152.876 -147.561 6.825 -3.429 -4.181 4.508 -0.024 0.051 8.000 -1.435
rdock_08_59 -9.327 -2.310 142.707 -140.799 5.492 -3.753 -5.218 3.372 0.121 0.964 8.000 -1.391
rdock_08_60 -9.749 -3.049 137.316 -135.837 6.572 -3.877 -5.832 4.052 -0.033 -0.486 8.000 -1.757
rdock_08_61 -8.417 -2.386 142.456 -141.058 5.369 -3.420 -5.993 3.412 0.112 1.352 8.000 -1.137
rdock_08_62 -7.858 -2.275 138.767 -136.684 6.286 -3.857 -6.081 3.570 0.108 1.763 8.000 -0.432
rdock_08_63 -8.953 -3.014 149.130 -146.468 7.513 -3.891 -5.541 3.947 -0.027 -0.486 8.000 -1.378
rdock_08_64 -8.052 -3.043 149.965 -148.467 7.559 -3.619 -3.929 3.905 -0.011 1.272 8.000 -1.326
rdock_08_65 -7.857 -2.765 136.079 -134.860 7.079 -3.795 -7.874 4.200 -0.047 0.595 8.000 -0.633
rdock_08_66 -8.300 -1.956 149.723 -145.807 5.262 -3.488 -5.902 3.026 -0.068 0.212 8.000 -1.018
rdock_08_67 -9.211 -2.285 144.722 -142.229 5.936 -3.885 -4.631 3.368 0.076 0.746 8.000 -1.255
rdock_08_68 -9.317 -2.594 140.535 -136.547 7.221 -3.797 -6.654 3.299 -0.155 -3.234 8.000 -1.233
rdock_08_69 -9.404 -2.439 141.046 -138.270 5.063 -3.612 -5.925 3.297 0.049 0.056 8.000 -1.484
rdock_08_70 -7.350 -2.877 144.262 -142.644 6.299 -3.501 -6.027 3.901 0.047 0.511 8.000 -0.082
rdock_08_71 -8.979 -2.799 142.213 -140.681 5.493 -3.584 -4.430 3.610 0.030 0.344 8.000 -1.068
rdock_08_72 -8.231 -2.723 135.496 -132.564 7.026 -3.910 -4.111 3.714 -0.019 -0.103 8.000 -0.867
rdock_08_73 -8.829 -2.045 143.016 -139.218 7.039 -3.945 -4.727 3.324 -0.406 -2.746 8.000 -0.725
rdock_08_74 -8.543 -2.530 136.774 -134.489 6.304 -3.574 -6.986 3.369 -0.011 0.061 8.000 -1.136
rdock_08_75 -9.004 -2.642 134.573 -133.125 5.846 -3.637 -4.579 3.212 0.122 1.239 8.000 -1.229
rdock_08_76 -9.139 -2.729 146.849 -143.058 4.957 -3.669 -3.804 3.425 0.023 -0.136 8.000 -1.172
rdock_08_77 -8.919 -2.811 139.488 -138.174 6.353 -3.874 -6.372 4.096 0.128 1.400 8.000 -1.415
rdock_08_78 -9.801 -2.482 141.961 -138.346 5.880 -3.790 -6.635 3.268 -0.053 -1.941 8.000 -1.370
rdock_08_79 -9.986 -2.656 145.201 -140.655 6.039 -3.892 -7.355 3.353 -0.025 -2.247 8.000 -1.446
rdock_08_80 -8.829 -2.556 141.429 -137.413 5.680 -3.535 -7.197 3.767 -0.129 -2.850 8.000 -1.329
rdock_08_81 -8.596 -2.764 145.333 -144.491 6.703 -3.734 -4.373 3.737 0.089 1.323 8.000 -1.015
rdock_08_82 -9.790 -3.112 134.979 -134.185 6.265 -3.957 -5.946 4.057 0.155 1.613 8.000 -1.823
rdock_08_83 -9.713 -2.449 145.600 -142.043 5.322 -3.918 -5.359 3.224 -0.034 -0.766 8.000 -0.860
rdock_08_84 -8.127 -1.872 144.001 -141.131 4.562 -3.355 -5.553 3.296 -0.081 0.072 8.000 -0.986
rdock_08_85 -8.612 -2.743 141.960 -139.059 7.336 -3.954 -7.868 4.024 -0.084 -0.420 8.000 -1.143
rdock_08_86 -8.156 -2.039 133.551 -132.653 4.965 -3.484 -7.173 3.161 0.071 1.149 8.000 -0.247
rdock_08_87 -8.649 -3.389 152.889 -149.634 7.234 -3.807 -5.403 4.240 0.082 -0.184 8.000 -1.434
rdock_08_88 -8.260 -2.198 154.566 -150.051 5.628 -3.643 -4.761 3.618 -0.056 -0.296 8.000 -1.297
rdock_08_89 -8.322 -2.597 145.131 -143.376 5.088 -3.477 -4.722 3.746 0.128 1.652 8.000 -1.203
rdock_08_90 -7.165 -3.572 148.020 -149.858 10.286 -3.686 -10.221 4.611 -0.003 0.665 8.000 -0.089
rdock_08_91 -6.378 -1.892 146.190 -141.749 6.081 -3.394 -2.132 3.626 0.006 -2.358 8.000 -0.178
rdock_08_92 -8.517 -3.478 146.255 -145.884 7.423 -3.783 -6.620 4.485 0.056 0.956 8.000 -0.981
rdock_08_93 -9.872 -2.696 136.036 -135.213 5.617 -3.908 -7.397 3.875 -0.027 0.910 8.000 -1.435
rdock_08_94 -9.062 -3.164 145.396 -143.264 8.215 -4.003 -8.471 4.143 -0.028 -0.883 8.000 -1.206
rdock_08_95 -9.160 -2.507 138.298 -135.717 5.889 -3.917 -4.358 3.507 0.005 0.110 8.000 -1.046
rdock_08_96 -9.630 -1.673 143.049 -140.143 4.462 -3.871 -5.616 2.860 0.121 0.783 8.000 -0.993
rdock_08_97 -5.852 -2.344 157.250 -152.769 6.065 -3.525 -2.850 4.104 0.064 0.742 8.000 -0.002
rdock_08_98 -9.939 -2.741 137.703 -136.371 6.878 -3.943 -4.880 3.657 -0.090 0.446 8.000 -2.006
rdock_08_99 -7.653 -2.805 146.449 -145.140 6.588 -3.514 -4.888 4.052 0.035 0.888 8.000 -0.874
rdock_08_100 -7.835 -2.307 135.509 -132.703 6.015 -3.683 -5.294 3.262 0.109 0.970 8.000 -0.550
rdock_08_101 -8.970 -3.285 145.933 -144.301 6.890 -3.789 -6.802 4.045 0.081 0.704 8.000 -1.217
rdock_08_102 -8.785 -2.226 143.204 -141.039 4.574 -3.631 -6.323 3.321 0.152 1.816 8.000 -0.888
rdock_08_103 -6.966 -2.174 135.420 -133.634 7.031 -3.603 -6.559 3.511 0.021 0.803 8.000 -0.232
rdock_08_104 -8.002 -2.452 137.797 -135.624 6.470 -3.756 -6.789 3.442 0.051 1.128 8.000 -0.478
rdock_08_105 -8.398 -2.800 135.784 -133.812 6.695 -3.603 -9.383 3.774 0.079 0.274 8.000 -1.187
rdock_08_106 -8.880 -2.218 140.799 -138.996 4.398 -3.680 -5.143 3.685 0.047 0.598 8.000 -0.832
rdock_08_107 -8.907 -2.656 141.176 -139.284 6.798 -3.969 -5.299 4.010 -0.113 -1.573 8.000 -0.629
rdock_08_108 -9.069 -3.311 150.010 -147.350 7.293 -3.861 -6.354 4.035 0.034 -0.262 8.000 -1.318
rdock_08_109 -9.598 -2.285 142.832 -139.724 5.667 -3.701 -10.781 3.062 -0.062 -0.611 8.000 -1.059
rdock_08_110 -9.085 -2.544 133.581 -132.788 5.169 -3.698 -5.307 3.763 0.184 1.658 8.000 -1.430
rdock_08_111 -6.501 -3.422 147.627 -149.780 10.514 -3.524 -9.786 4.644 0.018 0.718 8.000 -0.077
rdock_08_112 -6.609 -1.869 154.290 -150.304 4.114 -2.778 -6.482 2.711 -0.059 1.713 8.000 -0.601
rdock_08_113 -8.142 -2.661 153.489 -147.386 6.520 -3.663 -2.493 3.825 -0.170 -2.777 8.000 -1.478
rdock_08_114 -9.899 -3.057 135.781 -133.859 6.775 -3.916 -7.041 3.916 -0.001 -0.625 8.000 -1.828
rdock_08_115 -9.624 -2.585 130.800 -130.599 5.097 -3.545 -8.238 3.157 0.005 1.643 8.000 -1.206
rdock_08_116 -8.101 -2.406 147.039 -144.409 6.689 -3.593 -6.305 3.499 -0.055 0.405 8.000 -1.077
rdock_08_117 -9.652 -2.270 142.635 -140.495 4.915 -3.648 -6.274 3.208 0.113 0.820 8.000 -1.558
rdock_08_118 -9.017 -2.663 159.128 -155.020 6.816 -3.963 -6.113 3.918 -0.010 0.641 8.000 -1.748
rdock_08_119 -9.400 -2.084 139.826 -137.658 5.992 -4.035 -6.066 3.263 -0.201 -0.298 8.000 -0.552
rdock_08_120 -9.258 -3.020 145.530 -143.912 6.979 -3.866 -4.857 3.642 0.025 0.638 8.000 -1.202
rdock_08_121 -8.018 -2.423 136.633 -134.654 7.024 -3.876 -4.914 3.538 -0.029 -0.498 8.000 -0.148
rdock_08_122 -9.146 -2.505 143.304 -141.825 7.140 -4.065 -4.579 3.528 -0.041 0.336 8.000 -0.776
rdock_08_123 -9.223 -1.713 142.823 -138.806 5.050 -3.705 -4.300 2.701 -0.162 -0.949 8.000 -1.058
rdock_08_124 -9.405 -2.649 134.369 -132.523 6.124 -3.962 -6.898 3.712 0.110 0.331 8.000 -1.180
rdock_08_125 -8.006 -2.305 159.478 -154.283 4.746 -3.593 -5.255 3.923 0.080 1.339 8.000 -1.614
rdock_08_126 -9.484 -2.872 145.193 -143.680 6.277 -3.814 -5.759 3.820 0.046 0.789 8.000 -1.560
rdock_08_127 -8.704 -2.549 138.543 -135.423 5.835 -3.821 -3.401 3.603 0.058 0.863 8.000 -1.417
rdock_08_128 -8.154 -2.826 141.227 -139.318 5.419 -3.586 -2.974 3.862 0.110 1.728 8.000 -1.118
rdock_08_129 -4.015 -1.749 161.387 -153.856 6.349 -2.871 -3.988 3.600 -0.147 -0.389 8.000 -0.574
rdock_08_130 -7.346 -2.613 144.972 -143.506 6.409 -3.568 -5.236 4.227 0.045 -0.175 8.000 -0.382
rdock_08_131 -4.677 -2.201 159.407 -153.068 6.695 -3.338 -5.340 4.391 0.014 -0.931 8.000 -0.030
rdock_08_132 -8.185 -2.785 156.901 -153.795 8.051 -3.891 -9.235 4.012 -0.067 0.003 8.000 -0.897
rdock_08_133 -9.877 -2.754 145.936 -143.108 5.713 -3.726 -9.352 3.442 0.000 -0.160 8.000 -1.484
rdock_08_134 -9.563 -1.755 142.771 -139.093 4.504 -3.854 -4.490 2.846 0.018 -0.144 8.000 -0.979
rdock_08_135 -7.972 -2.751 135.347 -133.537 7.532 -3.671 -9.171 3.780 -0.022 -0.423 8.000 -0.712
rdock_08_136 -8.721 -2.434 145.010 -143.128 6.021 -3.748 -6.239 3.785 -0.019 0.919 8.000 -1.221
rdock_08_137 -8.435 -1.770 145.254 -140.948 5.957 -3.930 -5.218 3.300 -0.070 -2.348 8.000 -0.224
rdock_08_138 -7.227 -2.710 156.306 -151.697 6.777 -3.944 -2.967 4.493 0.140 1.383 8.000 -1.197
rdock_08_139 -10.404 -2.895 137.617 -135.488 6.375 -3.871 -7.082 3.720 -0.047 -1.320 8.000 -2.023
rdock_08_140 -9.539 -2.731 137.397 -135.920 6.690 -4.025 -7.227 3.929 0.067 0.339 8.000 -1.416
rdock_08_141 -9.351 -1.977 139.714 -137.732 4.603 -3.622 -7.093 3.169 0.064 1.179 8.000 -1.377
rdock_08_142 -6.432 -2.466 158.392 -154.375 7.072 -3.637 -5.244 4.069 -0.009 0.814 8.000 -0.353
rdock_08_143 -9.374 -2.180 144.269 -140.544 4.550 -3.594 -4.675 2.785 0.102 0.466 8.000 -1.309
rdock_08_144 -5.853 -2.610 155.317 -149.538 7.094 -3.350 -5.108 4.523 -0.091 -0.106 8.000 -1.569
rdock_08_145 -9.392 -3.002 140.622 -139.243 6.773 -3.968 -7.504 4.047 0.101 1.227 8.000 -1.516
rdock_08_146 -8.794 -2.574 135.258 -133.541 6.579 -3.687 -7.041 3.403 0.073 0.177 8.000 -1.108
rdock_08_147 -9.586 -3.026 144.472 -142.741 7.325 -3.895 -7.093 3.788 0.011 -0.135 8.000 -1.536
rdock_08_148 -9.612 -2.613 136.458 -134.676 5.718 -3.984 -4.300 3.709 0.051 1.143 8.000 -1.526
rdock_08_149 -8.173 -3.303 156.936 -152.930 7.662 -3.767 -7.145 4.595 -0.005 -0.480 8.000 -1.738
rdock_08_150 -7.679 -2.593 142.593 -142.102 6.579 -3.781 -5.340 4.136 0.051 0.875 8.000 -0.095
vina_01_1 -11.739 -3.646 141.071 -141.263 6.321 -3.901 -8.393 4.237 0.323 1.698 8.000 -3.408
vina_01_2 -12.269 -3.435 140.474 -139.270 5.366 -3.949 -7.870 3.852 0.137 1.239 8.000 -3.436
vina_01_3 -12.411 -3.355 140.671 -139.048 5.358 -4.089 -6.471 3.787 0.159 0.958 8.000 -3.331
vina_01_4 -11.532 -3.253 141.639 -140.192 5.735 -3.861 -6.984 3.982 0.236 0.011 8.000 -3.175
vina_01_5 -11.333 -3.473 143.662 -141.878 6.042 -3.833 -6.310 4.126 0.198 -0.049 8.000 -3.293
vina_01_6 -10.857 -3.096 141.358 -140.405 6.258 -3.964 -6.133 3.978 0.128 1.181 8.000 -2.710
vina_01_7 -11.417 -3.211 144.563 -142.020 5.386 -3.961 -5.364 4.042 0.163 0.253 8.000 -3.183
vina_01_8 -11.386 -3.186 146.636 -142.323 5.208 -3.769 -6.929 3.828 0.007 -1.411 8.000 -3.345
vina_01_9 -11.421 -2.805 138.219 -136.969 5.299 -3.956 -7.163 3.586 0.133 1.235 8.000 -2.742
vina_01_10 -11.589 -3.021 142.368 -139.332 5.406 -3.858 -7.457 3.653 0.214 -0.735 8.000 -3.177
vina_01_11 -11.447 -3.101 142.942 -141.085 5.445 -4.009 -5.257 3.928 0.277 1.032 8.000 -3.110
vina_01_12 -11.545 -3.020 140.916 -138.354 5.493 -3.915 -7.002 3.660 0.051 0.039 8.000 -3.089
vina_01_13 -11.443 -3.110 141.378 -138.766 5.502 -3.942 -6.287 3.762 0.095 0.392 8.000 -3.129
vina_01_14 -9.638 -2.158 137.459 -136.005 5.123 -3.967 -5.918 3.429 0.276 1.128 8.000 -1.083
vina_01_15 -9.745 -2.167 138.685 -136.989 5.283 -3.971 -6.068 3.407 0.253 0.429 8.000 -1.073
vina_01_16 -10.316 -2.494 139.984 -137.499 5.754 -3.978 -7.246 3.630 0.018 -1.717 8.000 -1.426
vina_01_17 -9.662 -2.446 141.065 -139.207 5.959 -4.216 -4.194 3.769 0.123 0.901 8.000 -1.073
vina_01_18 -9.880 -2.387 140.263 -137.598 5.340 -4.205 -3.944 3.717 0.241 0.091 8.000 -1.134
vina_01_19 -9.856 -2.215 138.500 -136.195 5.433 -3.989 -7.202 3.429 0.109 -0.487 8.000 -1.043
vina_01_20 -9.700 -2.083 138.288 -135.606 5.207 -4.182 -3.861 3.431 0.225 0.033 8.000 -0.865
vina_01_21 -7.948 -2.025 158.266 -153.827 6.659 -4.014 -6.848 3.616 0.109 1.006 8.000 -0.665
vina_01_22 -10.029 -2.234 137.051 -135.244 5.158 -4.117 -5.639 3.447 0.133 1.262 8.000 -1.223
vina_01_23 -9.715 -1.887 138.521 -136.113 5.081 -4.230 -5.788 3.305 0.041 0.194 8.000 -0.396
vina_01_24 -9.740 -2.095 138.230 -136.050 5.381 -4.281 -4.381 3.459 0.336 1.086 8.000 -0.849
vina_01_25 -9.617 -2.020 138.514 -136.135 5.105 -4.191 -5.873 3.365 0.219 0.433 8.000 -0.480
vina_01_26 -10.625 -2.251 137.569 -135.050 5.157 -4.209 -6.861 3.428 0.099 0.182 8.000 -1.414
vina_01_27 -10.021 -2.179 140.179 -137.369 5.277 -4.104 -5.925 3.369 0.035 -0.251 8.000 -1.049
vina_01_28 -9.558 -2.051 139.824 -136.866 5.077 -4.088 -3.996 3.300 0.082 0.758 8.000 -1.028
vina_01_29 -8.154 -1.820 158.270 -153.563 6.403 -4.115 -6.258 3.487 0.098 0.607 8.000 -0.484
vina_01_30 -9.898 -2.219 139.926 -137.387 5.453 -4.268 -4.282 3.480 0.287 1.057 8.000 -1.118
vina_01_31 -9.632 -2.183 138.589 -135.739 5.300 -4.143 -5.374 3.506 0.237 -0.151 8.000 -0.848
vina_01_32 -9.990 -2.014 139.202 -136.061 5.253 -4.145 -7.062 3.301 0.036 -1.259 8.000 -0.675
vina_01_33 -9.946 -2.296 142.143 -139.342 5.607 -4.090 -5.468 3.534 0.040 -0.474 8.000 -1.219
vina_01_34 -8.360 -1.773 159.082 -153.493 6.001 -4.054 -4.794 3.400 -0.001 -0.325 8.000 -0.741
vina_01_35 -9.797 -2.097 139.412 -136.614 5.071 -4.154 -3.598 3.349 0.209 0.810 8.000 -1.149
vina_01_36 -8.191 -1.860 157.763 -153.068 6.104 -3.964 -6.690 3.367 0.153 0.453 8.000 -0.575
vina_01_37 -9.477 -1.970 144.185 -139.939 5.293 -4.216 -5.429 3.359 0.073 -0.462 8.000 -0.692
vina_01_38 -9.857 -2.229 138.296 -136.247 5.171 -4.238 -3.242 3.485 0.188 1.328 8.000 -0.987
vina_01_39 -8.137 -1.838 158.683 -153.010 6.153 -4.123 -4.932 3.488 0.076 -0.152 8.000 -0.509
vina_01_40 -9.241 -1.900 142.803 -138.378 5.426 -4.109 -4.846 3.271 0.115 -1.247 8.000 -0.694
vina_01_41 -8.318 -1.919 158.437 -154.067 6.608 -4.071 -7.532 3.427 0.135 0.890 8.000 -0.624
vina_01_42 -8.348 -1.906 145.532 -141.024 6.063 -4.021 -3.471 3.453 -0.011 -1.451 8.000 -0.491
vina_01_43 -9.558 -1.764 141.785 -138.218 5.263 -4.293 -4.282 3.189 -0.006 -0.538 8.000 -0.327
vina_01_44 -9.239 -1.909 143.419 -139.357 5.367 -4.257 -5.132 3.370 0.021 0.221 8.000 -0.566
vina_01_45 -9.972 -2.123 140.362 -136.813 5.156 -4.098 -4.332 3.340 0.026 -0.560 8.000 -1.277
vina_01_46 -9.548 -1.939 143.034 -137.949 5.616 -4.173 -4.911 3.234 -0.079 -1.853 8.000 -0.887
vina_01_47 -8.792 -1.810 141.752 -138.443 5.323 -4.110 -4.844 3.366 -0.056 -0.048 8.000 -0.223
vina_01_48 -11.189 -2.692 144.221 -139.503 5.254 -3.968 -5.429 3.546 0.029 -2.076 8.000 -2.733
vina_01_49 -7.522 -1.931 157.564 -152.028 6.122 -3.920 -4.519 3.543 0.089 0.936 8.000 -0.760
vina_01_50 -7.536 -1.701 159.020 -153.403 6.203 -3.949 -5.772 3.311 0.084 0.101 8.000 -0.257
vina_01_51 -9.984 -2.153 140.225 -136.838 5.336 -4.143 -4.274 3.371 -0.038 -0.560 8.000 -1.190
vina_01_52 -7.694 -1.727 160.526 -154.690 6.135 -3.999 -5.236 3.364 0.131 0.588 8.000 -0.555
vina_01_53 -9.548 -1.792 148.163 -143.823 5.612 -3.901 -4.373 2.904 -0.238 -1.217 8.000 -1.215
vina_01_54 -10.159 -2.492 140.194 -138.091 5.992 -4.130 -5.788 3.709 0.041 -0.391 8.000 -1.392
vina_01_55 -7.371 -2.030 158.230 -152.525 5.915 -3.737 -5.247 3.437 0.083 0.539 8.000 -0.667
vina_01_56 -10.464 -2.594 141.676 -138.818 5.636 -4.106 -4.696 3.736 0.200 -1.095 8.000 -1.735
vina_01_57 -8.493 -1.947 157.864 -152.267 6.104 -4.152 -4.233 3.469 0.036 -0.971 8.000 -0.456
vina_01_58 -8.093 -1.834 160.200 -154.229 5.618 -3.932 -4.449 3.378 0.095 0.708 8.000 -1.015
vina_01_59 -8.587 -1.908 138.826 -135.709 5.248 -4.039 -4.896 3.329 0.132 0.277 8.000 -0.176
vina_01_60 -9.091 -2.077 145.499 -140.770 6.247 -4.042 -3.679 3.433 -0.109 -2.619 8.000 -0.897
vina_01_61 -8.832 -1.996 159.944 -153.633 5.735 -4.211 -3.307 3.402 0.038 -0.213 8.000 -0.871
vina_01_62 -7.401 -2.040 157.145 -151.193 6.503 -3.924 -4.932 3.591 0.063 0.258 8.000 -0.708
vina_01_63 -9.240 -1.931 144.321 -138.418 5.566 -4.091 -4.480 3.334 -0.081 -2.868 8.000 -0.900
vina_01_64 -9.607 -1.910 141.196 -136.318 5.545 -4.121 -4.116 3.145 0.034 -2.224 8.000 -0.933
vina_01_65 -8.678 -1.847 145.681 -140.734 5.953 -4.165 -2.174 3.421 -0.036 -1.907 8.000 -0.496
vina_01_66 -8.645 -1.666 147.219 -143.106 5.444 -4.186 -4.144 3.253 0.052 0.247 8.000 -0.217
vina_01_67 -9.263 -1.852 140.186 -136.478 4.963 -4.059 -3.341 3.270 0.136 -1.132 8.000 -0.602
vina_01_68 -8.922 -1.894 138.335 -135.612 5.090 -4.120 -4.771 3.408 0.165 0.664 8.000 -0.343
vina_01_69 -9.417 -1.812 144.884 -139.692 4.983 -3.969 -5.634 3.175 -0.153 -2.687 8.000 -0.696
vina_01_70 -8.693 -1.647 145.376 -140.670 5.576 -4.074 -5.036 3.223 -0.020 -1.903 8.000 -0.194
vina_01_71 -8.484 -1.562 144.656 -139.833 5.598 -4.036 -3.258 3.136 -0.227 -1.771 8.000 -0.237
vina_01_72 -8.048 -1.826 159.169 -153.314 5.968 -4.065 -4.066 3.331 0.090 0.071 8.000 -0.487
vina_01_73 -9.284 -1.763 141.920 -136.422 5.619 -4.093 -4.277 3.116 -0.101 -2.923 8.000 -0.738
vina_01_74 -9.120 -1.493 139.902 -135.926 5.116 -4.080 -4.477 2.941 -0.123 -1.692 8.000 -0.120
vina_01_75 -7.298 -1.779 158.639 -152.616 6.179 -3.947 -4.332 3.448 0.107 0.313 8.000 -0.442
vina_01_76 -9.077 -1.585 150.997 -146.464 5.326 -4.017 -4.363 2.961 -0.103 -0.055 8.000 -0.800
vina_01_77 -8.932 -1.995 139.989 -136.045 5.557 -4.144 -4.030 3.466 -0.036 -0.950 8.000 -0.466
vina_01_78 -8.203 -1.654 160.203 -153.511 5.234 -4.191 -3.117 3.436 0.102 0.435 8.000 -0.655
vina_01_79 -7.171 -1.801 158.082 -150.573 6.193 -3.938 -4.277 3.402 0.079 -1.351 8.000 -0.323
vina_01_80 -9.199 -1.790 159.949 -153.419 4.783 -4.053 -2.720 3.127 0.044 -0.163 8.000 -1.241
vina_01_81 -7.998 -1.717 161.255 -154.460 5.387 -3.951 -3.695 3.320 0.063 0.176 8.000 -0.925
vina_01_82 -8.895 -1.943 142.444 -140.516 5.667 -4.008 -3.999 3.422 0.106 1.058 8.000 -0.718
vina_01_83 -9.388 -1.973 139.628 -136.727 5.201 -4.137 -4.412 3.298 0.040 0.545 8.000 -0.677
vina_01_84 -8.996 -1.622 156.286 -149.939 5.063 -3.880 -2.670 2.881 -0.165 -1.288 8.000 -1.157
vina_01_85 -9.100 -2.084 142.589 -138.899 6.106 -3.946 -6.261 3.381 -0.045 -1.360 8.000 -0.931
vina_01_86 -8.948 -1.793 142.397 -137.110 5.657 -4.136 -3.658 3.132 -0.105 -1.972 8.000 -0.469
vina_01_87 -8.407 -1.690 161.111 -155.221 5.038 -4.033 -4.238 3.187 0.074 0.942 8.000 -0.633
vina_01_88 -7.773 -1.883 147.709 -142.085 6.432 -3.840 -3.887 3.376 -0.119 -3.164 8.000 -0.293
vina_01_89 -8.698 -1.848 145.535 -141.297 5.045 -4.184 -1.755 3.511 0.112 0.248 8.000 -0.536
vina_01_90 -10.008 -1.761 149.874 -145.341 5.627 -4.098 -3.788 2.912 -0.241 -1.212 8.000 -1.260
vina_01_91 -7.974 -1.831 145.670 -140.952 5.238 -3.972 -2.964 3.411 0.081 -0.634 8.000 -0.145
vina_01_92 -8.745 -1.628 147.998 -144.542 5.665 -4.166 -3.216 3.215 0.186 0.413 8.000 -0.394
vina_01_93 -7.656 -1.586 158.871 -150.654 5.786 -4.065 -3.827 3.239 0.029 -2.028 8.000 -0.312
vina_01_94 -7.165 -1.727 158.825 -151.984 6.085 -3.887 -4.293 3.321 0.113 -0.398 8.000 -0.403
vina_01_95 -8.168 -1.458 159.190 -151.949 5.353 -3.957 -4.555 2.911 -0.109 -0.752 8.000 -0.605
vina_01_96 -7.339 -1.749 158.271 -151.811 5.720 -3.840 -4.144 3.270 0.128 1.035 8.000 -0.798
vina_01_97 -9.572 -1.932 143.867 -139.192 5.394 -4.048 -3.260 2.990 -0.275 -1.727 8.000 -0.792
vina_01_98 -9.302 -2.159 145.457 -140.385 5.609 -4.095 -2.480 3.543 0.082 -1.458 8.000 -1.344
vina_01_99 -7.997 -1.548 158.892 -152.181 6.019 -4.067 -4.246 3.166 -0.169 -1.016 8.000 -0.411
vina_01_100 -9.383 -2.257 140.656 -138.261 4.921 -3.996 -4.233 3.348 0.145 1.137 8.000 -0.754
vina_01_101 -7.568 -1.700 160.207 -153.033 5.022 -3.688 -4.025 3.230 -0.020 -0.753 8.000 -0.768
vina_01_102 -9.264 -1.854 143.229 -137.473 5.537 -4.117 -3.102 3.247 -0.108 -3.006 8.000 -0.812
vina_01_103 -7.067 -1.893 155.811 -150.386 6.222 -3.929 -3.822 3.461 0.215 1.280 8.000 -0.378
vina_01_104 -8.187 -2.081 139.225 -137.402 5.441 -3.747 -5.491 3.439 0.191 0.545 8.000 -0.248
vina_01_105 -7.337 -1.820 158.581 -151.622 6.346 -3.993 -4.469 3.509 0.039 -1.281 8.000 -0.316
vina_01_106 -8.003 -1.488 160.509 -153.373 5.361 -4.087 -3.601 3.165 0.037 0.105 8.000 -0.625
vina_01_107 -8.221 -1.935 140.486 -137.078 4.905 -3.809 -4.129 3.384 0.059 -0.241 8.000 -0.267
vina_01_108 -7.906 -1.639 149.601 -144.235 5.225 -3.945 -0.185 3.128 -0.101 -0.620 8.000 -0.278
vina_01_109 -7.364 -1.554 157.846 -151.099 6.025 -4.065 -2.631 3.257 0.012 -0.509 8.000 -0.170
vina_01_110 -9.270 -1.373 147.708 -142.475 5.124 -4.284 -3.424 2.811 -0.127 -0.857 8.000 -0.240
vina_01_111 -8.432 -1.946 156.434 -149.962 4.854 -3.903 -2.150 3.372 -0.038 -0.223 8.000 -1.106
vina_01_112 -7.604 -1.713 143.190 -139.075 5.875 -3.915 -2.553 3.298 -0.192 -0.042 8.000 -0.193
vina_01_113 -7.660 -1.508 146.289 -141.895 4.768 -3.840 -2.363 3.053 0.054 0.752 8.000 -0.083
vina_01_114 -9.703 -2.454 143.237 -139.704 5.598 -4.083 -2.941 3.631 0.134 0.242 8.000 -1.658
vina_01_115 -9.001 -1.878 144.118 -140.451 6.153 -4.033 -3.370 3.060 -0.144 0.358 8.000 -1.038
vina_01_116 -10.139 -2.298 140.371 -137.194 5.213 -4.183 -3.596 3.539 0.273 -0.317 8.000 -1.395
vina_01_117 -7.068 -1.572 158.962 -151.400 5.969 -3.914 -4.217 3.212 -0.019 -0.629 8.000 -0.313
vina_01_118 -8.409 -1.678 143.616 -138.902 5.303 -4.023 -3.913 3.105 -0.012 -0.986 8.000 -0.112
vina_01_119 -8.237 -1.371 151.401 -145.342 5.045 -4.109 -2.434 3.010 -0.022 -0.608 8.000 -0.213
